2026-04-18 21:36:49 | INFO     | root                           | Log file: C:\Users\nak\Documents\Projet\POS-APP\logs\pos_app_20260418.log
2026-04-18 21:36:49 | INFO     | root                           | === POS Application Starting ===
2026-04-18 21:36:49 | INFO     | root                           | Python: 3.14.4 (tags/v3.14.4:23116f9, Apr  7 2026, 14:10:54) [MSC v.1944 64 bit (AMD64)]
2026-04-18 21:36:49 | INFO     | root                           | Platform: win32
2026-04-18 21:36:52 | INFO     | controllers.main_controller    | Session opened for Caissier 1 (role: caissier) - operateur_id: 53, session_id: 189
2026-04-18 21:36:52 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:36:52 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:36:52 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:36:52 | DEBUG    | controllers.main_controller    | Header data refreshed: 0 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:36:52 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:36:52 | INFO     | root                           | === Main Window Shown ===
2026-04-18 21:36:52 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:36:57 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:36:57 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:36:58 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:36:58 | DEBUG    | controllers.main_controller    | Header data refreshed: 0 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:36:58 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=0, caisse=0
2026-04-18 21:38:28 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:38:32 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:38:37 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:38:38 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:38:47 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:38:52 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:38:53 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:38:59 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:05 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:08 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:14 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:16 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:29 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:32 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:41 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:42 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:47 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:51 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:39:56 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:39:57 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:03 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:04 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:08 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:09 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:16 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:18 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:23 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:25 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:27 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:28 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:34 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:36 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:39 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:40 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | [DEBUG] record_sales called with 17 rows
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=123 600, caisse=123 600
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Header data refreshed: 17 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:40:44 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=123 600, caisse=123 600
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:40:44 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Header data refreshed: 17 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:40:44 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:40:45 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:40:45 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=123 600, caisse=123 600
2026-04-18 21:40:45 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=123 600, caisse=123 600
2026-04-18 21:40:53 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:40:54 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:58 | DEBUG    | controllers.main_controller    | [DEBUG] record_sales called with 1 rows
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=128 600, caisse=128 600
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Header data refreshed: 18 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:40:59 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=128 600, caisse=128 600
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:40:59 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Header data refreshed: 18 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=128 600, caisse=128 600
2026-04-18 21:40:59 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=128 600, caisse=128 600
2026-04-18 21:41:11 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:41:12 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:41:22 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:41:25 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | [DEBUG] record_sales called with 2 rows
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=145 600, caisse=145 600
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Header data refreshed: 20 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:42:01 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=145 600, caisse=145 600
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 0 promo products
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 29 products near DLV within 30 days
2026-04-18 21:42:01 | INFO     | core.database.product_repository | Found 2 products with passed DLV to remove
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Header data refreshed: 20 transactions, 0 promo, 29 near DLV, 2 to remove
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Product loader thread started
2026-04-18 21:42:01 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:42:02 | DEBUG    | controllers.main_controller    | Products loaded: 418 items
2026-04-18 21:42:02 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=145 600, caisse=145 600
2026-04-18 21:42:02 | DEBUG    | controllers.main_controller    | Totals for 2026-04-18: depenses=0, ventes=145 600, caisse=145 600
2026-04-18 21:42:14 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:42:22 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
2026-04-18 21:42:29 | DEBUG    | ui.zone_panier.draft_manager   | Draft set for mode 'vente': True
2026-04-18 21:42:33 | DEBUG    | ui.zone_panier.draft_manager   | Draft cleared for mode 'vente'
